"season","week","manager_1","owner_id_1","score_1","result_1","manager_2","owner_id_2","score_2","result_2"
"2022","2","ComradeCMP","559210519766609920","159.76","W","etmoyer","559135658332524544","141.43","L"
"2022","2","Pnewport","694581224353632256","169.15","W","THESMASH","559193893851738112","137.35","L"
"2022","3","Danthecan","517079980760150016","100.46","L","Pnewport","694581224353632256","143.44","W"
"2022","3","ekortman","559134002064789504","136.55","W","ComradeCMP","559210519766609920","114.28","L"
"2022","3","PhillyBooBird","559133018459394048","149.8","L","THESMASH","559193893851738112","169.13","W"
"2022","3","etmoyer","559135658332524544","127.92","L","Mummanator","560265743531290624","154.07","W"
"2022","3","LukeColbeck","626798676303499264","115.81","L","jackpotFTW","559132295743279104","120.45","W"
"2022","4","Danthecan","517079980760150016","119.33","L","PhillyBooBird","559133018459394048","122.66","W"
"2022","4","ekortman","559134002064789504","126.18","L","THESMASH","559193893851738112","130.11","W"
"2022","4","ComradeCMP","559210519766609920","191.45","W","LukeColbeck","626798676303499264","181.73","L"
"2022","4","etmoyer","559135658332524544","132.07","L","jackpotFTW","559132295743279104","174.67","W"
"2022","4","Pnewport","694581224353632256","96.3","L","Mummanator","560265743531290624","124.21","W"
"2022","5","Danthecan","517079980760150016","84.26","L","ekortman","559134002064789504","114.88","W"
"2022","5","PhillyBooBird","559133018459394048","139.16","L","etmoyer","559135658332524544","161.69","W"
"2022","5","ComradeCMP","559210519766609920","151.47","W","Pnewport","694581224353632256","92.16","L"
"2022","5","LukeColbeck","626798676303499264","166.52","L","Mummanator","560265743531290624","171.16","W"
"2022","5","jackpotFTW","559132295743279104","135.41","L","THESMASH","559193893851738112","184.83","W"
"2022","6","Danthecan","517079980760150016","138.91","W","ComradeCMP","559210519766609920","129.72","L"
"2022","6","ekortman","559134002064789504","146.55","W","PhillyBooBird","559133018459394048","127.65","L"
"2022","6","etmoyer","559135658332524544","118.58","L","LukeColbeck","626798676303499264","140.08","W"
"2022","6","jackpotFTW","559132295743279104","122.81","L","Pnewport","694581224353632256","125.92","W"
"2022","6","THESMASH","559193893851738112","133.57","W","Mummanator","560265743531290624","127.75","L"
"2022","7","Danthecan","517079980760150016","150.95","W","Mummanator","560265743531290624","148.9","L"
"2022","7","ekortman","559134002064789504","149.29","W","jackpotFTW","559132295743279104","122.49","L"
"2022","7","PhillyBooBird","559133018459394048","130.9","W","ComradeCMP","559210519766609920","92.32","L"
"2022","7","etmoyer","559135658332524544","124.58","W","Pnewport","694581224353632256","117.43","L"
"2022","7","LukeColbeck","626798676303499264","91.51","L","THESMASH","559193893851738112","131.87","W"
"2022","8","Danthecan","517079980760150016","147.31","L","LukeColbeck","626798676303499264","174.94","W"
"2022","8","ekortman","559134002064789504","138.63","W","Pnewport","694581224353632256","121.79","L"
"2022","8","PhillyBooBird","559133018459394048","114.9","L","Mummanator","560265743531290624","200.57","W"
"2022","8","ComradeCMP","559210519766609920","124.63","L","jackpotFTW","559132295743279104","161.47","W"
"2022","8","etmoyer","559135658332524544","188.16","W","THESMASH","559193893851738112","125.17","L"
"2022","9","Danthecan","517079980760150016","158.62","W","etmoyer","559135658332524544","146.87","L"
"2022","9","ekortman","559134002064789504","161.24","L","LukeColbeck","626798676303499264","175.65","W"
"2022","9","PhillyBooBird","559133018459394048","86.42","L","Pnewport","694581224353632256","112.05","W"
"2022","9","ComradeCMP","559210519766609920","135.4","W","THESMASH","559193893851738112","97.39","L"
"2022","9","jackpotFTW","559132295743279104","105.45","L","Mummanator","560265743531290624","120.42","W"
"2022","10","Danthecan","517079980760150016","111.11","L","THESMASH","559193893851738112","120.04","W"
"2022","10","ekortman","559134002064789504","159.19","W","etmoyer","559135658332524544","149.78","L"
"2022","10","PhillyBooBird","559133018459394048","109.45","L","jackpotFTW","559132295743279104","164.55","W"
"2022","10","ComradeCMP","559210519766609920","111.53","W","Mummanator","560265743531290624","110.52","L"
"2022","10","LukeColbeck","626798676303499264","171.66","W","Pnewport","694581224353632256","126.1","L"
"2022","11","Danthecan","517079980760150016","129.85","W","jackpotFTW","559132295743279104","102.53","L"
"2022","11","ekortman","559134002064789504","145.5","L","Mummanator","560265743531290624","164.92","W"
"2022","11","PhillyBooBird","559133018459394048","133.05","W","LukeColbeck","626798676303499264","114.05","L"
"2022","11","ComradeCMP","559210519766609920","113.35","L","etmoyer","559135658332524544","194.37","W"
"2022","11","Pnewport","694581224353632256","89.89","L","THESMASH","559193893851738112","127.21","W"
"2022","12","Danthecan","517079980760150016","113.76","L","Pnewport","694581224353632256","126.97","W"
"2022","12","ekortman","559134002064789504","133.75","L","ComradeCMP","559210519766609920","157.11","W"
"2022","12","PhillyBooBird","559133018459394048","147.77","L","THESMASH","559193893851738112","160.65","W"
"2022","12","etmoyer","559135658332524544","138.39","W","Mummanator","560265743531290624","125.56","L"
"2022","12","LukeColbeck","626798676303499264","168.58","W","jackpotFTW","559132295743279104","159.32","L"
"2022","13","Danthecan","517079980760150016","139.5","W","PhillyBooBird","559133018459394048","101.85","L"
"2022","13","ekortman","559134002064789504","170.24","W","THESMASH","559193893851738112","124.82","L"
"2022","13","ComradeCMP","559210519766609920","140.45","L","LukeColbeck","626798676303499264","148.41","W"
"2022","13","etmoyer","559135658332524544","159.75","W","jackpotFTW","559132295743279104","100.67","L"
"2022","13","Pnewport","694581224353632256","138.25","W","Mummanator","560265743531290624","119.54","L"
"2022","14","Danthecan","517079980760150016","80.7","L","ekortman","559134002064789504","143.66","W"
"2022","14","PhillyBooBird","559133018459394048","109.93","L","etmoyer","559135658332524544","161.76","W"
"2022","14","ComradeCMP","559210519766609920","107.63","L","Pnewport","694581224353632256","110.76","W"
"2022","14","LukeColbeck","626798676303499264","135.57","L","Mummanator","560265743531290624","185.56","W"
"2022","14","jackpotFTW","559132295743279104","107.83","L","THESMASH","559193893851738112","140.08","W"
